"Entity/Table Name","Entity/Table Physical_Name","Comment","Definition","Attribute/Column Name","Attribute/Column Physical_Name","Attribute.Physical.SPI_CLASSIFICATION","Comment","Definition","Is FK","Is PK","Logical Data Type","Physical Data Type"
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,FASTTRACKRENEWALINDICATOR,FASTTRACKRENEWALINDICATOR,Confidential,"Code indicating if the policy is a Fast Track Renewal.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Code indicating if the policy is a Fast Track Renewal.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,GDRNAME,GDRNAME,Restricted General - PII,"No direct mapping in the current system. GDR name is obtained thru support table GDR_NAME_TBL using GDR_SOB_CD.	

SPII
Restricted General- PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","No direct mapping in the current system. GDR name is obtained thru support table GDR_NAME_TBL using GDR_SOB_CD.	

SPII
Restricted General- PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,INCEPTIONDATE,INCEPTIONDATE,Confidential,"Inception date is the date the first policy effective date is set at new business. It can change in specific States for a Reissue. This is used by Umbrella only.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Inception date is the date the first policy effective date is set at new business. It can change in specific States for a Reissue. This is used by Umbrella only.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,DATE,DATE
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,INSURANCETYPE,INSURANCETYPE,Confidential,"This is a new field as part of the modernization process. It is an insurance type within a insurance product. For example, for auto insurance product, we can have type of voluntary, assigned risk, and ceded, etc.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This is a new field as part of the modernization process. It is an insurance type within a insurance product. For example, for auto insurance product, we can have type of voluntary, assigned risk, and ceded, etc.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,ISFULLCOVERAGE,ISFULLCOVERAGE,Confidential,"Indicates whether any vehicle on the policy has full coverage. This is only for MA policy. Currently, rating is setting this indicator based on whether at least one active vehicle in the policy has Part 7 collision coverage.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Indicates whether any vehicle on the policy has full coverage. This is only for MA policy. Currently, rating is setting this indicator based on whether at least one active vehicle in the policy has Part 7 collision coverage.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,ISINTERNETSALE,ISINTERNETSALE,Confidential,"Indicates whether the policy was initiated over an Internet application. Once set, the value will not change for the life of the policy. Value List, complete: Yes = Policy originated thru the Internet. No = Policy did not originate thru the Internet (default).

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Indicates whether the policy was initiated over an Internet application. Once set, the value will not change for the life of the policy. Value List, complete: Yes = Policy originated thru the Internet. No = Policy did not originate thru the Internet (default).

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,ISRENEWALQUESTIONNAIREREQUIRED,ISRENEWALQUESTIONNAIREREQUIRED,Confidential,"Indicator used to identify policies that are eligible for the Renewal Questionnaire.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Indicator used to identify policies that are eligible for the Renewal Questionnaire.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,ISSHORTTERMPOLICY,ISSHORTTERMPOLICY,Confidential,"Indicator specifying if the policy is short term. Downstream systems can use this value to eliminate the policy from New Business counts. There are 2 instances when the value is set to 'Yes'. One instance is a policy that is bound but not issued, then cancelled by the customer through Service's retention wizard. Another instance is a policy that is bound and issued, then cancelled by underwriting in EPSS.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Indicator specifying if the policy is short term. Downstream systems can use this value to eliminate the policy from New Business counts. There are 2 instances when the value is set to 'Yes'. One instance is a policy that is bound but not issued, then cancelled by the customer through Service's retention wizard. Another instance is a policy that is bound and issued, then cancelled by underwriting in EPSS.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,LASTCHANGEDINSURANCETYPE,LASTCHANGEDINSURANCETYPE,Confidential,"The previous Insurance Type.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","The previous Insurance Type.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,LASTCHANGEDLIFESEGMENT,LASTCHANGEDLIFESEGMENT,Confidential,"the previous life segment.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","the previous life segment.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,LASTCHANGEDLOBCODE,LASTCHANGEDLOBCODE,Confidential,"Code identifying the previous Line of Business code. This field should be populated when a LOBCode is amended, regardless of rate structure code. Note: This element will not be present if not applicable or the LOBCode has not changed. Value List, partial; for additional values refer to Support table, LOB_INS_LINE_XRF APA = Assigned risk APC = Auto Ceded APV = Auto Voluntary APM = Motorcycle AMC = Motorcycle Ceded APS = County Mutual Standard APN = County Mutual Non-Standard	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Code identifying the previous Line of Business code. This field should be populated when a LOBCode is amended, regardless of rate structure code. Note: This element will not be present if not applicable or the LOBCode has not changed. Value List, partial; for additional values refer to Support table, LOB_INS_LINE_XRF APA = Assigned risk APC = Auto Ceded APV = Auto Voluntary APM = Motorcycle AMC = Motorcycle Ceded APS = County Mutual Standard APN = County Mutual Non-Standard	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,LASTCHANGEDPRIMARYRATINGSTATE,LASTCHANGEDPRIMARYRATINGSTATE,Confidential,"Code identifying the state where the policy (risk) was previously written. Note: This element will not be present if not applicable or the PrimaryRatingState has not changed. Value List, partial; for additional values refer to Support Table, STATE_TBL AK = Alaska AL = Alabama AR = Arkansas AZ = Arizona CA = California	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Code identifying the state where the policy (risk) was previously written. Note: This element will not be present if not applicable or the PrimaryRatingState has not changed. Value List, partial; for additional values refer to Support Table, STATE_TBL AK = Alaska AL = Alabama AR = Arkansas AZ = Arizona CA = California	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,LASTCHANGEDRISKSEGMENT,LASTCHANGEDRISKSEGMENT,Confidential,"Previous Risk Segment.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Previous Risk Segment.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,LASTCHANGEDWRITINGCOMPANY,LASTCHANGEDWRITINGCOMPANY,Confidential,"Code identifying the previous master company code. Used in move-down processing so only the most current row is downloaded to the workstation. Used in Tiered Rating rules processing to determine if Tiered Rating Rules are to be rerun.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Code identifying the previous master company code. Used in move-down processing so only the most current row is downloaded to the workstation. Used in Tiered Rating rules processing to determine if Tiered Rating Rules are to be rerun.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,LEGACYSYSTEMACTIVITYDATE,LEGACYSYSTEMACTIVITYDATE,Confidential,"This is the date and time a converted transaction was issued in a legacy system.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This is the date and time a converted transaction was issued in a legacy system.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,TIMESTAMP_NTZ(9),TIMESTAMP_NTZ(9)
